"rules","support","confidence","lift","count"
"{almonds} => {mineral water}",0.00759898680175977,0.372549019607843,1.56291397990964,57
"{light mayo} => {pancakes}",0.00546593787495001,0.200980392156863,2.11438137667409,41
"{light mayo} => {french fries}",0.00733235568590855,0.269607843137255,1.57747927564161,55
"{light mayo} => {eggs}",0.00546593787495001,0.200980392156863,1.11836344330017,41
"{light mayo} => {mineral water}",0.00626583122250367,0.230392156862745,0.966538908628328,47
"{vegetables mix} => {french fries}",0.00559925343287562,0.217616580310881,1.27327766685797,42
"{vegetables mix} => {spaghetti}",0.00559925343287562,0.217616580310881,1.24987899610407,42
"{vegetables mix} => {mineral water}",0.00786561791761099,0.305699481865285,1.28246745719883,59
"{french wine} => {milk}",0.00493267564324757,0.218934911242604,1.68953782842672,37
"{french wine} => {chocolate}",0.00519930675909879,0.230769230769231,1.40846216436127,39
"{french wine} => {eggs}",0.00599920010665245,0.266272189349112,1.48168226432321,45
"{french wine} => {spaghetti}",0.00773230235968538,0.343195266272189,1.97113912121569,58
"{french wine} => {mineral water}",0.00826556459138782,0.366863905325444,1.53906384443297,62
"{oil} => {chocolate}",0.00613251566457806,0.265895953757225,1.62285235893649,46
"{oil} => {spaghetti}",0.00573256899080123,0.248554913294798,1.427573051014,43
"{oil} => {mineral water}",0.00733235568590855,0.317919075144509,1.33373097464148,55
"{fresh tuna} => {pancakes}",0.00506599120117318,0.227544910179641,2.39384904804696,38
"{fresh tuna} => {milk}",0.00479936008532196,0.215568862275449,1.66356176535817,36
"{fresh tuna} => {chocolate}",0.00479936008532196,0.215568862275449,1.31568920742729,36
"{fresh tuna} => {eggs}",0.00586588454872684,0.263473053892216,1.46610636294177,44
"{fresh tuna} => {spaghetti}",0.00679909345420611,0.305389221556886,1.75400042182098,51
"{fresh tuna} => {mineral water}",0.00879882682309025,0.395209580838323,1.65797934332677,66
"{pepper} => {ground beef}",0.00653246233835489,0.246231155778894,2.50607856105494,49
"{pepper} => {chocolate}",0.00639914678042928,0.241206030150754,1.47216145822685,48
"{pepper} => {spaghetti}",0.00986535128649513,0.371859296482412,2.13577073730059,74
"{pepper} => {mineral water}",0.00826556459138782,0.311557788944724,1.30704416939283,62
"{ham} => {burgers}",0.00559925343287562,0.21105527638191,2.42068138859435,42
"{ham} => {french fries}",0.00559925343287562,0.21105527638191,1.23488738544517,42
"{ham} => {chocolate}",0.00626583122250367,0.236180904522613,1.44149142784713,47
"{ham} => {eggs}",0.00626583122250367,0.236180904522613,1.31423810446893,47
"{ham} => {spaghetti}",0.00919877349686708,0.346733668341709,1.9914619036992,69
"{ham} => {mineral water}",0.00919877349686708,0.346733668341709,1.45461367238879,69
"{cereals} => {green tea}",0.00653246233835489,0.253886010362694,1.92169421163529,49
"{cereals} => {milk}",0.00706572457005733,0.274611398963731,2.11919763747628,53
"{cereals} => {chocolate}",0.00559925343287562,0.217616580310881,1.3281871187241,42
"{cereals} => {spaghetti}",0.0066657778962805,0.259067357512953,1.48795118583818,50
"{cereals} => {mineral water}",0.010265297960272,0.398963730569948,1.67372871532728,77
"{red wine} => {eggs}",0.00706572457005733,0.251184834123223,1.39772807177915,53
"{red wine} => {spaghetti}",0.010265297960272,0.364928909952607,2.09596612063898,77
"{red wine} => {mineral water}",0.0109318757499,0.388625592417062,1.63035825991073,82
"{butter} => {green tea}",0.00733235568590855,0.243362831858407,1.84204298866792,55
"{butter} => {milk}",0.00613251566457806,0.20353982300885,1.57073272879566,46
"{butter} => {french fries}",0.00613251566457806,0.20353982300885,1.19091436223821,46
"{butter} => {chocolate}",0.00826556459138782,0.274336283185841,1.67436652577461,62
"{butter} => {eggs}",0.00613251566457806,0.20353982300885,1.13260549880518,46
"{butter} => {spaghetti}",0.00626583122250367,0.207964601769911,1.19444293864939,47
"{whole wheat pasta} => {olive oil}",0.0079989334755366,0.271493212669683,4.1224100976423,60
"{whole wheat pasta} => {milk}",0.00986535128649513,0.334841628959276,2.58399903171145,74
"{whole wheat pasta} => {chocolate}",0.00626583122250367,0.212669683257919,1.29799454362705,47
"{whole wheat pasta} => {spaghetti}",0.00879882682309025,0.298642533936652,1.71525087829925,66
"{whole wheat pasta} => {mineral water}",0.00959872017064391,0.32579185520362,1.36675878405053,72
"{cottage cheese} => {green tea}",0.00639914678042928,0.200836820083682,1.52015841316619,48
"{cottage cheese} => {spaghetti}",0.00693240901213172,0.217573221757322,1.2496299666169,52
"{cottage cheese} => {mineral water}",0.00959872017064391,0.301255230125523,1.26382297604673,72
"{hot dogs} => {green tea}",0.0066657778962805,0.205761316872428,1.5574325306358,50
"{hot dogs} => {french fries}",0.00733235568590855,0.226337448559671,1.32430358942753,55
"{hot dogs} => {spaghetti}",0.00866551126516464,0.267489711934156,1.53632490751769,65
"{hot dogs} => {mineral water}",0.00919877349686708,0.283950617283951,1.19122683459,69
"{tomato juice} => {green tea}",0.00626583122250367,0.206140350877193,1.5603014852975,47
"{tomato juice} => {french fries}",0.00706572457005733,0.232456140350877,1.36010414100775,53
"{tomato juice} => {spaghetti}",0.00746567124383416,0.245614035087719,1.41068214180167,56
"{tomato juice} => {mineral water}",0.00959872017064391,0.315789473684211,1.32479689155775,72
"{brownies} => {french fries}",0.00786561791761099,0.233201581027668,1.36446572487405,59
"{brownies} => {eggs}",0.00733235568590855,0.217391304347826,1.20968262159721,55
"{brownies} => {spaghetti}",0.00733235568590855,0.217391304347826,1.24858512550769,55
"{brownies} => {mineral water}",0.00959872017064391,0.284584980237154,1.19388810780699,72
"{champagne} => {chocolate}",0.0115984535395281,0.247863247863248,1.5127926950547,87
"{avocado} => {milk}",0.00746567124383416,0.224,1.72862551440329,56
"{avocado} => {french fries}",0.0079989334755366,0.24,1.40424336973479,60
"{avocado} => {chocolate}",0.00706572457005733,0.212,1.29390724165989,53
"{avocado} => {spaghetti}",0.0079989334755366,0.24,1.37843797856049,60
"{avocado} => {mineral water}",0.0115984535395281,0.348,1.45992617449664,87
"{fresh bread} => {milk}",0.00919877349686708,0.213622291021672,1.64853992279173,69
"{fresh bread} => {chocolate}",0.00946540461271831,0.219814241486068,1.34160018339056,71
"{fresh bread} => {eggs}",0.00866551126516464,0.201238390092879,1.11979908315036,65
"{fresh bread} => {spaghetti}",0.00906545793894147,0.210526315789474,1.20915612154429,68
"{fresh bread} => {mineral water}",0.013331555792561,0.309597523219814,1.29882048191937,100
"{salmon} => {ground beef}",0.00893214238101587,0.210031347962382,2.13764605300655,67
"{salmon} => {milk}",0.00973203572856952,0.22884012539185,1.76597714049821,73
"{salmon} => {chocolate}",0.0106652446340488,0.250783699059561,1.53061719011047,80
"{salmon} => {spaghetti}",0.0134648713504866,0.316614420062696,1.81847225489302,101
"{salmon} => {mineral water}",0.0170643914144781,0.401253918495298,1.68333648916847,128
"{honey} => {spaghetti}",0.0118650846553793,0.25,1.43587289433384,89
"{honey} => {mineral water}",0.0150646580455939,0.317415730337079,1.33161934745997,113
"{herb & pepper} => {ground beef}",0.0159978669510732,0.323450134770889,3.29199384113493,120
"{herb & pepper} => {eggs}",0.0125316624450073,0.253369272237197,1.40988346517152,94
"{herb & pepper} => {spaghetti}",0.0162644980669244,0.328840970350404,1.88869534349034,122
"{herb & pepper} => {mineral water}",0.0170643914144781,0.345013477088949,1.44739714297774,128
"{grated cheese} => {ground beef}",0.0113318224236768,0.216284987277354,2.20129401569529,85
"{grated cheese} => {chocolate}",0.0109318757499,0.208651399491094,1.27346960747168,82
"{grated cheese} => {spaghetti}",0.0165311291827756,0.315521628498728,1.81219581574958,124
"{grated cheese} => {mineral water}",0.0174643380882549,0.333333333333333,1.39839671886652,131
"{soup} => {milk}",0.0151979736035195,0.300791556728232,2.32123196195316,114
"{soup} => {chocolate}",0.0101319824023464,0.200527704485488,1.22388796692079,76
"{soup} => {spaghetti}",0.0142647646980403,0.282321899736148,1.62151345323189,107
"{soup} => {mineral water}",0.0230635915211305,0.45646437994723,1.91495487359294,173
"{cooking oil} => {milk}",0.0114651379816025,0.224543080939948,1.73281651247999,86
"{cooking oil} => {chocolate}",0.0135981869084122,0.266318537859008,1.62543153171718,102
"{cooking oil} => {eggs}",0.0117317690974537,0.22976501305483,1.27853661938003,88
"{cooking oil} => {spaghetti}",0.0158645513931476,0.310704960835509,1.78453132559506,119
"{cooking oil} => {mineral water}",0.0201306492467671,0.394255874673629,1.65397836461236,151
"{whole wheat rice} => {milk}",0.0118650846553793,0.202733485193622,1.56451015682856,89
"{whole wheat rice} => {chocolate}",0.0119984002133049,0.20501138952164,1.2512534034189,90
"{whole wheat rice} => {spaghetti}",0.0141314491401147,0.241457858769932,1.38681117812654,106
"{whole wheat rice} => {mineral water}",0.0201306492467671,0.343963553530752,1.44299251400121,151
"{escalope} => {french fries}",0.01639781362485,0.20672268907563,1.20953735628417,123
"{escalope} => {chocolate}",0.0175976536461805,0.221848739495798,1.35401740842798,132
"{escalope} => {mineral water}",0.0170643914144781,0.215126050420168,0.902494689150828,128
"{turkey} => {eggs}",0.019464071457139,0.311300639658849,1.73224487988206,146
"{turkey} => {spaghetti}",0.0165311291827756,0.264392324093817,1.51853508654496,124
"{turkey} => {mineral water}",0.0191974403412878,0.307036247334755,1.28807544253803,144
"{chicken} => {milk}",0.0147980269297427,0.246666666666667,1.90354595336077,111
"{chicken} => {chocolate}",0.0146647113718171,0.244444444444444,1.49192658891601,110
"{chicken} => {eggs}",0.0143980802559659,0.24,1.33548961424332,108
"{chicken} => {spaghetti}",0.0171977069724037,0.286666666666667,1.64646758550281,129
"{chicken} => {mineral water}",0.0227969604052793,0.38,1.59417225950783,171
"{frozen smoothie} => {milk}",0.0142647646980403,0.225263157894737,1.73837340264241,107
"{frozen smoothie} => {french fries}",0.0145313958138915,0.229473684210526,1.34265374825519,109
"{frozen smoothie} => {chocolate}",0.0149313424876683,0.235789473684211,1.43910239390176,112
"{frozen smoothie} => {spaghetti}",0.0155979202772964,0.246315789473684,1.41471266220682,117
"{frozen smoothie} => {mineral water}",0.0202639648046927,0.32,1.34246085011186,152
"{low fat yogurt} => {eggs}",0.0167977602986269,0.219512195121951,1.22148440327133,126
"{low fat yogurt} => {mineral water}",0.0239968004266098,0.313588850174216,1.31556485747024,180
"{tomatoes} => {frozen vegetables}",0.0161311825089988,0.235867446393762,2.47446393762183,121
"{tomatoes} => {milk}",0.013998133582189,0.204678362573099,1.57951892763459,105
"{tomatoes} => {chocolate}",0.013998133582189,0.204678362573099,1.24922082803972,105
"{tomatoes} => {spaghetti}",0.0209305425943208,0.306042884990253,1.75775473224494,157
"{tomatoes} => {mineral water}",0.0243967471003866,0.35672514619883,1.49652982194487,183
"{olive oil} => {ground beef}",0.0141314491401147,0.214574898785425,2.18388916660716,106
"{olive oil} => {milk}",0.0170643914144781,0.259109311740891,1.99956681828027,128
"{olive oil} => {chocolate}",0.01639781362485,0.248987854251012,1.51965654575821,123
"{olive oil} => {spaghetti}",0.0229302759632049,0.348178137651822,1.99975820101556,172
"{olive oil} => {mineral water}",0.0275963204906013,0.419028340080972,1.75790356764394,207
"{shrimp} => {frozen vegetables}",0.0166644447407012,0.233208955223881,2.44657394843962,125
"{shrimp} => {milk}",0.0175976536461805,0.246268656716418,1.90047447945458,132
"{shrimp} => {chocolate}",0.0179976003199573,0.251865671641791,1.53722083237191,135
"{shrimp} => {spaghetti}",0.021197173710172,0.296641791044776,1.70375962835135,159
"{shrimp} => {mineral water}",0.023596853752833,0.330223880597015,1.3853519733547,177
"{cake} => {french fries}",0.0178642847620317,0.220394736842105,1.28953269972904,134
"{cake} => {eggs}",0.0190641247833622,0.235197368421053,1.30876517843199,143
"{cake} => {spaghetti}",0.0181309158778829,0.223684210526316,1.28472837914081,136
"{cake} => {mineral water}",0.0274630049326756,0.338815789473684,1.42139666490051,206
"{burgers} => {green tea}",0.0174643380882549,0.200305810397554,1.51613913601619,131
"{burgers} => {milk}",0.0178642847620317,0.204892966360856,1.58117504184443,134
"{burgers} => {french fries}",0.0219970670577256,0.252293577981651,1.47617326711417,165
"{burgers} => {eggs}",0.0287961605119317,0.330275229357798,1.83782974437155,216
"{burgers} => {spaghetti}",0.0214638048260232,0.246177370030581,1.41391765130122,161
"{burgers} => {mineral water}",0.0243967471003866,0.279816513761468,1.17388348418611,183
"{pancakes} => {french fries}",0.0201306492467671,0.211781206171108,1.23913481083423,151
"{pancakes} => {chocolate}",0.0198640181309159,0.208976157082749,1.2754517121869,149
"{pancakes} => {eggs}",0.0217304359418744,0.228611500701262,1.27211785367965,163
"{pancakes} => {spaghetti}",0.0251966404479403,0.26507713884993,1.52246831432873,189
"{pancakes} => {mineral water}",0.0337288361551793,0.354838709677419,1.4886158620192,253
"{frozen vegetables} => {milk}",0.023596853752833,0.247552447552448,1.91038159371493,177
"{frozen vegetables} => {french fries}",0.0190641247833622,0.2,1.17020280811232,143
"{frozen vegetables} => {chocolate}",0.0229302759632049,0.240559440559441,1.4682151046675,172
"{frozen vegetables} => {eggs}",0.0217304359418744,0.227972027972028,1.26855948206097,163
"{frozen vegetables} => {spaghetti}",0.0278629516064525,0.292307692307692,1.67886676875957,209
"{frozen vegetables} => {mineral water}",0.0357285695240635,0.374825174825175,1.57246288387228,268
"{ground beef} => {milk}",0.0219970670577256,0.223880597014925,1.72770407223144,165
"{ground beef} => {chocolate}",0.0230635915211305,0.234735413839891,1.43266911245974,173
"{ground beef} => {eggs}",0.0199973336888415,0.203527815468114,1.13253868236374,150
"{ground beef} => {spaghetti}",0.0391947740301293,0.398914518317503,2.29116217603338,294
"{spaghetti} => {ground beef}",0.0391947740301293,0.225114854517611,2.29116217603338,294
"{ground beef} => {mineral water}",0.0409278762831622,0.416553595658073,1.7475215442009,307
"{green tea} => {french fries}",0.0285295293960805,0.215943491422805,1.26348840028273,214
"{green tea} => {spaghetti}",0.0265297960271964,0.200807265388496,1.15333483742658,199
"{green tea} => {mineral water}",0.0310625249966671,0.235116044399596,0.98635651512381,233
"{milk} => {chocolate}",0.032129049460072,0.247942386831276,1.51327570677087,241
"{milk} => {eggs}",0.0307958938808159,0.237654320987654,1.32243698941276,231
"{milk} => {spaghetti}",0.0354619384082122,0.273662551440329,1.57177855922964,266
"{spaghetti} => {milk}",0.0354619384082122,0.203675344563553,1.57177855922964,266
"{milk} => {mineral water}",0.0479936008532196,0.37037037037037,1.55377413207391,360
"{mineral water} => {milk}",0.0479936008532196,0.201342281879195,1.55377413207391,360
"{french fries} => {chocolate}",0.0343954139448074,0.201248049921997,1.22828447718869,258
"{chocolate} => {french fries}",0.0343954139448074,0.209926769731489,1.22828447718869,258
"{french fries} => {eggs}",0.0363951473136915,0.212948517940718,1.18496055865974,273
"{eggs} => {french fries}",0.0363951473136915,0.202522255192878,1.18496055865974,273
"{chocolate} => {eggs}",0.0331955739234769,0.202603742880391,1.12739664343161,249
"{chocolate} => {spaghetti}",0.0391947740301293,0.239218877135883,1.37395160596957,294
"{spaghetti} => {chocolate}",0.0391947740301293,0.225114854517611,1.37395160596957,294
"{chocolate} => {mineral water}",0.0526596453806159,0.32139951179821,1.34833206823175,395
"{mineral water} => {chocolate}",0.0526596453806159,0.220917225950783,1.34833206823175,395
"{eggs} => {spaghetti}",0.0365284628716171,0.20326409495549,1.16744561735155,274
"{spaghetti} => {eggs}",0.0365284628716171,0.209800918836141,1.16744561735155,274
"{eggs} => {mineral water}",0.050926543127583,0.283382789317507,1.18884468829453,382
"{mineral water} => {eggs}",0.050926543127583,0.213646532438479,1.18884468829453,382
"{spaghetti} => {mineral water}",0.0597253699506732,0.343032159264931,1.43908513794533,448
"{mineral water} => {spaghetti}",0.0597253699506732,0.250559284116331,1.43908513794533,448
"{cookies,green tea} => {french fries}",0.00466604452739635,0.388888888888889,2.2753943491073,35
"{cookies,french fries} => {green tea}",0.00466604452739635,0.35,2.6491927346115,35
"{milk,salmon} => {mineral water}",0.00439941341154513,0.452054794520548,1.89645582421624,33
"{mineral water,salmon} => {milk}",0.00439941341154513,0.2578125,1.98955922067901,33
"{chocolate,salmon} => {mineral water}",0.00453272896947074,0.425,1.78295581655481,34
"{mineral water,salmon} => {chocolate}",0.00453272896947074,0.265625,1.62119863710334,34
"{salmon,spaghetti} => {mineral water}",0.00679909345420611,0.504950495049505,2.11836334640175,51
"{mineral water,salmon} => {spaghetti}",0.00679909345420611,0.3984375,2.28842242534456,51
"{ground beef,herb & pepper} => {eggs}",0.00413278229569391,0.258333333333333,1.43750618199802,31
"{eggs,herb & pepper} => {ground beef}",0.00413278229569391,0.329787234042553,3.35649123819972,31
"{eggs,ground beef} => {herb & pepper}",0.00413278229569391,0.206666666666667,4.17845462713387,31
"{ground beef,herb & pepper} => {spaghetti}",0.00639914678042928,0.4,2.29739663093415,48
"{herb & pepper,spaghetti} => {ground beef}",0.00639914678042928,0.39344262295082,4.00435972151167,48
"{ground beef,herb & pepper} => {mineral water}",0.0066657778962805,0.416666666666667,1.74799589858315,50
"{herb & pepper,mineral water} => {ground beef}",0.0066657778962805,0.390625,3.97568266621438,50
"{herb & pepper,milk} => {mineral water}",0.00413278229569391,0.449275362318841,1.8847955776027,31
"{herb & pepper,mineral water} => {milk}",0.00413278229569391,0.2421875,1.86897987397119,31
"{eggs,herb & pepper} => {spaghetti}",0.00479936008532196,0.382978723404255,2.19963507217099,36
"{herb & pepper,spaghetti} => {eggs}",0.00479936008532196,0.295081967213115,1.64199542734835,36
"{eggs,herb & pepper} => {mineral water}",0.0053326223170244,0.425531914893617,1.78518730068066,40
"{herb & pepper,mineral water} => {eggs}",0.0053326223170244,0.3125,1.73891876854599,40
"{herb & pepper,spaghetti} => {mineral water}",0.00599920010665245,0.368852459016393,1.54740620530311,45
"{herb & pepper,mineral water} => {spaghetti}",0.00599920010665245,0.3515625,2.01919625765697,45
"{grated cheese,ground beef} => {spaghetti}",0.0053326223170244,0.470588235294118,2.70281956580488,40
"{grated cheese,spaghetti} => {ground beef}",0.0053326223170244,0.32258064516129,3.28314439532543,40
"{grated cheese,ground beef} => {mineral water}",0.00506599120117318,0.447058823529412,1.87549677589156,38
"{grated cheese,mineral water} => {ground beef}",0.00506599120117318,0.290076335877863,2.95232373869721,38
"{eggs,grated cheese} => {spaghetti}",0.00426609785361952,0.470588235294118,2.70281956580488,32
"{grated cheese,spaghetti} => {eggs}",0.00426609785361952,0.258064516129032,1.43601033789605,32
"{eggs,grated cheese} => {mineral water}",0.00439941341154513,0.485294117647059,2.03590110540861,33
"{grated cheese,mineral water} => {eggs}",0.00439941341154513,0.251908396946565,1.40175436609509,33
"{grated cheese,spaghetti} => {mineral water}",0.00626583122250367,0.379032258064516,1.59011239806596,47
"{grated cheese,mineral water} => {spaghetti}",0.00626583122250367,0.358778625954198,2.0606420162959,47
"{olive oil,soup} => {mineral water}",0.00519930675909879,0.582089552238806,2.44197635981168,39
"{mineral water,soup} => {olive oil}",0.00519930675909879,0.225433526011561,3.42303011864922,39
"{pancakes,soup} => {mineral water}",0.00426609785361952,0.627450980392157,2.63227617668992,32
"{frozen vegetables,soup} => {mineral water}",0.00506599120117318,0.633333333333333,2.65695376584638,38
"{mineral water,soup} => {frozen vegetables}",0.00506599120117318,0.219653179190751,2.30436153441934,38
"{ground beef,soup} => {mineral water}",0.00506599120117318,0.520547945205479,2.18379761576415,38
"{mineral water,soup} => {ground beef}",0.00506599120117318,0.219653179190751,2.23557462294413,38
"{milk,soup} => {spaghetti}",0.00453272896947074,0.298245614035088,1.71297117218774,34
"{soup,spaghetti} => {milk}",0.00453272896947074,0.317757009345794,2.45215568631976,34
"{milk,soup} => {mineral water}",0.00853219570723903,0.56140350877193,2.35519447388045,64
"{mineral water,soup} => {milk}",0.00853219570723903,0.369942196531792,2.85487285615738,64
"{chocolate,soup} => {mineral water}",0.00559925343287562,0.552631578947368,2.31839456022607,42
"{mineral water,soup} => {chocolate}",0.00559925343287562,0.242774566473988,1.48173476250723,42
"{eggs,soup} => {mineral water}",0.00493267564324757,0.544117647058823,2.28267699697329,37
"{mineral water,soup} => {eggs}",0.00493267564324757,0.213872832369942,1.19010394332859,37
"{soup,spaghetti} => {mineral water}",0.00746567124383416,0.523364485981308,2.19561353990257,56
"{mineral water,soup} => {spaghetti}",0.00746567124383416,0.323699421965318,1.85916490364613,56
"{cooking oil,pancakes} => {mineral water}",0.00466604452739635,0.593220338983051,2.48867212679634,35
"{cooking oil,mineral water} => {pancakes}",0.00466604452739635,0.231788079470199,2.43848861725941,35
"{cooking oil,ground beef} => {spaghetti}",0.00479936008532196,0.571428571428571,3.28199518704879,36
"{cooking oil,spaghetti} => {ground beef}",0.00479936008532196,0.302521008403361,3.07898247494384,36
"{cooking oil,milk} => {chocolate}",0.00439941341154513,0.383720930232558,2.3419777849263,33
"{chocolate,cooking oil} => {milk}",0.00439941341154513,0.323529411764706,2.4967017671266,33
"{cooking oil,milk} => {mineral water}",0.00466604452739635,0.406976744186047,1.70734483117424,35
"{cooking oil,mineral water} => {milk}",0.00466604452739635,0.231788079470199,1.7887267326193,35
"{chocolate,cooking oil} => {eggs}",0.00453272896947074,0.333333333333333,1.85484668644906,34
"{cooking oil,eggs} => {chocolate}",0.00453272896947074,0.386363636363636,2.35810710851394,34
"{chocolate,cooking oil} => {spaghetti}",0.00439941341154513,0.323529411764706,1.85818845149086,33
"{cooking oil,spaghetti} => {chocolate}",0.00439941341154513,0.277310924369748,1.69252176053497,33
"{chocolate,cooking oil} => {mineral water}",0.00573256899080123,0.42156862745098,1.76856055621354,43
"{cooking oil,mineral water} => {chocolate}",0.00573256899080123,0.28476821192053,1.7380360924458,43
"{cooking oil,eggs} => {spaghetti}",0.00413278229569391,0.352272727272727,2.02327544201587,31
"{cooking oil,spaghetti} => {eggs}",0.00413278229569391,0.260504201680672,1.44958606588036,31
"{cooking oil,eggs} => {mineral water}",0.00639914678042928,0.545454545454545,2.28828553996339,48
"{cooking oil,mineral water} => {eggs}",0.00639914678042928,0.317880794701987,1.76886041621632,48
"{cooking oil,spaghetti} => {mineral water}",0.00759898680175977,0.478991596638655,2.00946083131239,57
"{cooking oil,mineral water} => {spaghetti}",0.00759898680175977,0.377483443708609,2.16807297952395,57
"{pancakes,whole wheat rice} => {mineral water}",0.00413278229569391,0.596153846153846,2.50097874720358,31
"{mineral water,whole wheat rice} => {pancakes}",0.00413278229569391,0.205298013245033,2.15980420385834,31
"{frozen vegetables,whole wheat rice} => {mineral water}",0.00439941341154513,0.485294117647059,2.03590110540861,33
"{mineral water,whole wheat rice} => {frozen vegetables}",0.00439941341154513,0.218543046357616,2.29271523178808,33
"{milk,whole wheat rice} => {mineral water}",0.00506599120117318,0.426966292134831,1.79120478596385,38
